elapsed_s,temperature_c,target_c,power,controller_state,fault,mcu_samples,mcu_temperature_c,loop_clock,loop_clock_frequency,loop_clock_source
152.56491067900788,59.9,60.0,0.6015733010555167,host,0,,,,,
153.31693038198864,59.91,60.0,0.6854239298934397,host,0,,,,,
154.06866947497474,59.92,60.0,0.5236898756318189,host,0,,,,,
154.8203825899982,59.9,60.0,0.9414082373482049,host,0,,,,,
155.57174299901817,59.92,60.0,0.6831125369732961,host,0,,,,,
156.32293152500642,59.92,60.0,0.7380532210056477,host,0,,,,,
157.07453402900137,59.95,60.0,0.632507977133782,host,0,,,,,
157.82618459500372,59.98,60.0,0.5902258243441385,host,0,,,,,
158.57727287197486,60.01,60.0,0.5203766828895546,host,0,,,,,
159.32872495497577,60.04,60.0,0.5857973863981889,host,0,,,,,
160.08047278400045,60.06,60.0,0.5283357001301818,host,0,,,,,
160.8320052199997,60.06,60.0,0.7617844659060201,host,0,,,,,
161.5840868789819,60.06,60.0,0.7617844659060201,host,0,,,,,
162.33593523298623,60.06,60.0,0.7617844659060201,host,0,,,,,
163.08831128798192,60.06,60.0,0.7392213030596153,host,0,,,,,
163.83961586101213,60.07,60.0,0.7873280779734463,host,0,,,,,
164.5906154519762,60.1,60.0,0.4915547467064739,host,0,,,,,
165.34182658296777,60.12,60.0,0.5595634636640114,host,0,,,,,
166.09391018399037,60.17,60.0,0.36825866754229264,host,0,,,,,
166.84539093100466,60.19,60.0,0.7095441886019999,host,0,,,,,
167.5979381260113,60.19,60.0,0.9645184083374414,host,0,,,,,
168.34919298900058,60.19,60.0,0.9360967655697895,host,0,,,,,
169.10085477301618,60.16,60.0,0.8729764575192225,host,0,,,,,
169.85256567096803,60.17,60.0,0.5966331630240098,host,0,,,,,
170.60359362099553,60.19,60.0,0.4807077221850447,host,0,,,,,
171.35581706196535,60.22,60.0,0.6394277300410861,host,0,,,,,
172.10756828298327,60.28,60.0,0.46298723390010676,host,0,,,,,
172.85921285598306,60.3,60.0,0.5268451178441649,host,0,,,,,
173.6104820619803,60.31,60.0,0.6026012858373628,host,0,,,,,
174.36167584796203,60.3,60.0,0.8297637688058898,host,0,,,,,
175.11264430196024,60.28,60.0,0.9403113267223548,host,0,,,,,
175.8643023649929,60.26,60.0,0.8625790548975882,host,0,,,,,
176.61550905997865,60.25,60.0,0.7990033938183674,host,0,,,,,
177.3680725269951,60.27,60.0,0.3984561039622951,host,0,,,,,
178.11980793101247,60.32,60.0,0.4051578944725469,host,0,,,,,
178.87150768598076,60.34,60.0,0.535611216546267,host,0,,,,,
179.6238239139784,60.38,60.0,0.5281285248423474,host,0,,,,,
180.37597517599352,60.41,60.0,0.6389578545688278,host,0,,,,,
181.12790593801765,60.42,60.0,0.6941817454667893,host,0,,,,,
181.87930273998063,60.42,60.0,0.49839522091527355,host,0,,,,,
182.63036618300248,60.4,60.0,0.5958298576876334,host,0,,,,,
183.382547945017,60.39,60.0,0.7937102496651505,host,0,,,,,
184.13436288997764,60.4,60.0,0.5797918530874294,host,0,,,,,
